spotify_id,name,followers,popularity,genres,chart_hits
4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",9524149.0,84,"['hip hop', 'rap']","['us (43)', 'gb (28)', 'au (30)', 'at (3)', 'be (9)', 'br (1)', 'bg (23)', 'ca (37)', 'cr (1)', 'cy (8)', 'cz (6)', 'dk (16)', 'do (1)', 'eg (1)', 'ee (28)', 'fi (7)', 'fr (1)', 'de (2)', 'gr (15)', 'hn (1)', 'hk (2)', 'hu (10)', 'is (29)', 'in (1)', 'id (1)', 'ie (24)', 'il (11)', 'jp (1)', 'lv (33)', 'lt (33)', 'lu (13)', 'my (2)', 'mt (8)', 'ma (1)', 'nl (6)', 'nz (30)', 'no (13)', 'pa (1)', 'ph (2)', 'pl (9)', 'pt (23)', 'ro (19)', 'ru (5)', 'sa (2)', 'sg (3)', 'sk (14)', 'za (14)', 'kr (10)', 'se (3)', 'ch (10)', 'tw (2)', 'th (1)', 'ua (4)', 'ae (10)', 'vn (1)']"
1QOmebWGB6FdFtW7Bo3F0W,Gustavo Cerati,3257841.0,69,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']","['ar (13)', 'bo (3)', 'cl (4)', 'co (1)', 'ec (3)', 'mx (1)', 'py (4)', 'pe (4)', 'uy (4)']"
2FwJwEswyIUAljqgjNSHgP,Snakehips,344480.0,63,"['edm', 'electro house', 'pop', 'pop dance', 'tropical house']","['us (3)', 'gb (4)', 'au (6)', 'at (4)', 'be (2)', 'bo (2)', 'br (3)', 'bg (3)', 'ca (3)', 'co (1)', 'cr (1)', 'cy (2)', 'cz (3)', 'dk (4)', 'do (2)', 'sv (2)', 'ee (3)', 'fi (3)', 'fr (3)', 'de (4)', 'gr (3)', 'gt (2)', 'hn (2)', 'hk (2)', 'hu (3)', 'is (2)', 'id (3)', 'ie (4)', 'it (2)', 'lv (3)', 'lt (5)', 'lu (2)', 'my (3)', 'mt (3)', 'nl (4)', 'nz (4)', 'ni (2)', 'no (4)', 'pa (2)', 'py (2)', 'ph (3)', 'pl (3)', 'pt (3)', 'ro (1)', 'sg (3)', 'sk (3)', 'es (2)', 'se (3)', 'ch (2)', 'tw (4)', 'tr (2)', 'uy (1)']"
716NhGYqD1jl2wI1Qkgq36,Bizarrap,6978398.0,87,"['argentine hip hop', 'pop venezolano', 'trap argentino']","['us (1)', 'ar (50)', 'at (1)', 'be (1)', 'bo (24)', 'ca (1)', 'cl (27)', 'co (12)', 'cr (27)', 'cy (1)', 'do (9)', 'ec (18)', 'sv (16)', 'fr (1)', 'de (1)', 'gt (14)', 'hn (12)', 'is (1)', 'ie (1)', 'it (1)', 'lt (1)', 'lu (2)', 'mx (14)', 'ma (2)', 'ni (14)', 'pa (15)', 'py (31)', 'pe (17)', 'pt (1)', 'kr (1)', 'es (27)', 'ch (1)', 'ae (1)', 'uy (47)', 'ad (1)']"
1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,3611681.0,75,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']","['us (6)', 'gb (8)', 'ar (4)', 'au (7)', 'at (7)', 'be (7)', 'bo (5)', 'br (5)', 'bg (7)', 'ca (7)', 'cl (4)', 'co (5)', 'cr (5)', 'cy (7)', 'cz (7)', 'dk (9)', 'do (5)', 'ec (5)', 'sv (5)', 'ee (8)', 'fi (8)', 'fr (6)', 'de (7)', 'gr (8)', 'gt (5)', 'hn (5)', 'hk (8)', 'hu (8)', 'is (5)', 'in (3)', 'id (8)', 'ie (8)', 'il (1)', 'it (6)', 'jp (5)', 'lv (7)', 'lt (10)', 'lu (7)', 'my (9)', 'mt (9)', 'mx (5)', 'nl (7)', 'nz (5)', 'ni (5)', 'no (10)', 'pa (5)', 'py (4)', 'pe (4)', 'ph (9)', 'pl (7)', 'pt (7)', 'ro (3)', 'sg (11)', 'sk (8)', 'za (2)', 'kr (1)', 'es (5)', 'se (10)', 'ch (7)', 'tw (12)', 'th (7)', 'tr (5)', 'ae (2)', 'uy (5)', 'vn (5)', 'ad (3)']"
7dGJo4pcD2V6oG8kP0tJRR,Eminem,59184634.0,90,"['detroit hip hop', 'hip hop', 'rap']","['us (78)', 'gb (72)', 'ar (7)', 'au (64)', 'at (61)', 'be (48)', 'bo (8)', 'br (10)', 'bg (73)', 'ca (73)', 'cl (5)', 'co (7)', 'cr (15)', 'cy (62)', 'cz (54)', 'dk (54)', 'do (12)', 'ec (8)', 'eg (32)', 'sv (8)', 'ee (63)', 'fi (70)', 'fr (48)', 'de (68)', 'gr (62)', 'gt (8)', 'hn (9)', 'hk (24)', 'hu (58)', 'is (47)', 'in (9)', 'id (7)', 'ie (63)', 'il (38)', 'it (39)', 'jp (5)', 'lv (64)', 'lt (58)', 'lu (56)', 'my (21)', 'mt (53)', 'mx (8)', 'ma (34)', 'nl (54)', 'nz (66)', 'ni (6)', 'no (68)', 'pa (8)', 'py (6)', 'pe (2)', 'ph (10)', 'pl (28)', 'pt (54)', 'ro (50)', 'ru (2)', 'sa (39)', 'sg (24)', 'sk (60)', 'za (25)', 'es (7)', 'se (62)', 'ch (71)', 'tw (15)', 'th (7)', 'tr (31)', 'ua (4)', 'ae (29)', 'uy (5)', 'vn (13)']"
3bgsNtcf5d5h9jbQbohfBK,Extremoduro,1078742.0,61,['indie extremena'],['es (3)']
0r8toju2ecKaVtItkzAnNi,Aleks Syntek,1280394.0,66,"['latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol']","['bo (1)', 'mx (1)']"
0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts,3304499.0,69,"['contemporary country', 'country', 'country road']","['us (1)', 'ca (1)', 'no (1)']"
3TkSKriI4EZmTxSFyzs0fd,Ardhito Pramono,868254.0,61,"['indonesian jazz', 'indonesian pop', 'jazz pop']",['id (10)']
6i392l38cR3uBPF0DbNs7S,Quality Control,1067819.0,66,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (9)', 'bg (6)', 'ca (6)', 'gr (2)', 'is (1)', 'nz (1)', 'ro (2)', 'za (1)', 'ae (1)']"
7v49oVVUhvIQG5EK0jkcF7,PRO8L3M,448237.0,62,['polish hip hop'],"['mt (7)', 'pl (77)']"
4ssUf5gLb1GBLxi1BhPrVt,Jorge Drexler,710982.0,64,"['cantautor', 'latin afrobeat', 'latin alternative', 'rock en espanol']","['ar (1)', 'cl (1)', 'ni (1)', 'es (1)', 'uy (3)']"
6yrtCy4XJHXM6tczo4RlTs,Lime Cordiale,240301.0,61,[],['au (3)']
7BgEOZ9w3Y4IMShXTMu1nN,Frah Quintale,521738.0,64,"['italian hip hop', 'italian indie pop', 'milan indie']",['it (16)']
6wH6iStAh4KIaWfuhf0NYM,Manu Chao,1318482.0,67,"['latin alternative', 'world']","['ar (2)', 'at (1)', 'be (1)', 'cl (1)', 'cz (1)', 'ee (1)', 'lv (1)', 'lt (1)', 'mx (1)', 'sk (1)', 'ch (1)', 'ua (1)']"
0f1IECbrVV952unZkzrsg2,Mc Gw,1448741.0,66,"['funk carioca', 'funk mtg', 'funk ostentacao', 'funk paulista']","['br (3)', 'py (1)']"
0WZOmdnCln6FK6GM9e2tGm,Redimi2,1870745.0,63,"['latin christian', 'latin worship', 'rap conciencia', 'rap cristiano']","['do (1)', 'gt (5)']"
4Euia7UzdRshy1DJOSMTcs,220 KID,17985.0,63,"['dance pop', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance', 'uk pop']","['gb (2)', 'ie (2)', 'lt (1)', 'sg (1)', 'kr (1)', 'tw (1)']"
3vbKDsSS70ZX9D2OcvbZmS,Beck,1362947.0,65,"['alternative rock', 'anti-folk', 'indie rock', 'modern rock', 'permanent wave', 'rock']","['us (5)', 'gb (1)', 'ar (1)', 'au (1)', 'be (1)', 'ca (3)', 'cz (1)', 'fr (1)', 'hk (1)', 'is (6)', 'ie (5)', 'jp (2)', 'lt (1)', 'my (1)', 'mx (1)', 'nl (1)', 'nz (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'ch (1)', 'tw (1)', 'tr (1)']"
0B1ce3uNrzkdm76NXI4mhX,Tani Yuuki,179788.0,64,"['j-pop', 'japanese teen pop']",['jp (4)']
7zpvy5B9gb5KprNUzNCOEE,Miel San Marcos,1312267.0,63,"['latin christian', 'latin worship']",['gt (4)']
0Sadg1vgvaPqGTOjxu0N6c,Girls' Generation,2241601.0,70,"['k-pop', 'k-pop girl group']","['hk (7)', 'id (4)', 'jp (1)', 'my (7)', 'ph (3)', 'sg (6)', 'kr (3)', 'tw (10)', 'th (3)', 'vn (1)']"
0UntV1Bw2hk3fbRrm9eMP6,B.I,523096.0,64,['k-pop'],"['in (1)', 'my (4)', 'sa (1)', 'sg (1)', 'kr (3)', 'tw (1)', 'th (2)', 'ae (1)', 'vn (1)']"
5mmEMfYChd6MImBagU7zCs,Bigflo & Oli,1597604.0,65,"['francoton', 'rap conscient']","['be (3)', 'fr (66)', 'lu (1)']"
6HqPNOo6OV9rPbEY7MP9T8,Julio Jaramillo,883278.0,62,"['bolero', 'folklore ecuatoriano', 'musica popular colombiana']",['ec (1)']
2HUwZ0kumzCSlhFcjFZfpp,Flipp Dinero,1119532.0,61,"['melodic rap', 'pop rap', 'rap', 'trap', 'vapor trap', 'viral rap']","['us (2)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (2)', 'cy (1)', 'cz (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'de (1)', 'gr (1)', 'hu (1)', 'is (1)', 'ie (1)', 'il (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pt (1)', 'ro (1)', 'sk (1)', 'se (1)', 'ch (1)']"
5LfGQac0EIXyAN8aUwmNAQ,The Offspring,4697248.0,75,"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']","['ca (1)', 'cz (1)', 'hu (1)', 'pl (1)']"
5X4LWwbUFNzPkEas04uU82,DVBBS,1000704.0,64,"['canadian electronic', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'progressive electro house', 'slap house', 'tropical house']","['us (1)', 'au (1)', 'at (1)', 'be (2)', 'br (1)', 'bg (1)', 'ca (8)', 'cl (1)', 'cy (1)', 'cz (2)', 'dk (1)', 'ee (2)', 'fi (1)', 'fr (2)', 'de (2)', 'gr (3)', 'hk (1)', 'hu (2)', 'is (2)', 'id (1)', 'ie (1)', 'it (1)', 'lv (2)', 'lt (1)', 'lu (1)', 'my (2)', 'mt (1)', 'nl (3)', 'nz (1)', 'no (1)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (2)', 'sg (2)', 'sk (1)', 'se (1)', 'ch (2)', 'tw (2)', 'th (1)', 'tr (1)']"
5NHm4TU5Twz7owibYxJfFU,King,511773.0,69,"['desi hip hop', 'desi pop', 'hindi hip hop']","['in (3)', 'ae (1)']"
37MCoi4pcUf9EKsPXeuCqU,Tan Bionica,524180.0,61,"['argentine rock', 'argentine telepop', 'latin alternative', 'rock en espanol']","['ar (16)', 'py (1)', 'uy (6)']"
4xcDVatLFh6qlcm41er3LV,Jerome,55793.0,62,['german house'],"['at (2)', 'dk (1)', 'fr (1)', 'de (2)', 'ch (1)']"
5soMpG6E6oApEiCZgrWeVz,Rozalén,731958.0,65,['spanish pop'],['es (4)']
3uL4UpqShC4p2x1dJutoRW,Ghostemane,2871705.0,72,"['dark trap', 'florida rap']","['ru (1)', 'sa (1)']"
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,3263041.0,70,"['belgian dance', 'belgian edm', 'big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']","['ar (1)', 'at (5)', 'be (29)', 'bo (4)', 'bg (3)', 'ca (3)', 'cl (1)', 'co (2)', 'cy (2)', 'cz (3)', 'dk (2)', 'do (2)', 'ec (4)', 'sv (2)', 'ee (6)', 'fi (6)', 'fr (1)', 'de (7)', 'gr (3)', 'gt (4)', 'hn (2)', 'hk (1)', 'hu (5)', 'in (1)', 'id (1)', 'lv (4)', 'lt (4)', 'lu (4)', 'my (1)', 'mt (4)', 'mx (2)', 'ma (1)', 'nl (6)', 'nz (1)', 'ni (2)', 'no (4)', 'pa (2)', 'py (3)', 'pe (4)', 'ph (1)', 'pl (2)', 'pt (3)', 'ro (1)', 'sg (1)', 'sk (4)', 'es (3)', 'se (5)', 'ch (3)', 'tw (2)', 'th (1)', 'uy (2)']"
2XcZshqzPKm3iZcmt73R8D,Pablo Chill-E,850924.0,67,"['trap chileno', 'trap latino', 'urbano chileno', 'urbano espanol']","['cl (13)', 'mt (1)']"
7mWCSSOYqm4E9mB7V4ot6S,Miguel Bosé,2177583.0,68,"['latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']","['ar (2)', 'cl (1)', 'es (2)']"
5wV3FoaNbDB6X9INuQvs1K,Bilal Wahib,61262.0,61,['dutch pop'],"['be (4)', 'nl (11)']"
2kCcBybjl3SAtIcwdWpUe3,Lil Peep,8967975.0,82,"['emo rap', 'lgbtq+ hip hop']","['us (14)', 'gb (10)', 'ar (1)', 'au (5)', 'at (11)', 'be (2)', 'bo (1)', 'br (1)', 'bg (16)', 'ca (10)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (8)', 'cz (27)', 'dk (6)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (29)', 'fi (15)', 'fr (2)', 'de (10)', 'gr (11)', 'gt (1)', 'hn (1)', 'hk (2)', 'hu (16)', 'is (13)', 'id (1)', 'ie (7)', 'il (1)', 'it (1)', 'jp (1)', 'lv (31)', 'lt (22)', 'lu (10)', 'my (1)', 'mt (11)', 'mx (1)', 'nl (1)', 'nz (6)', 'ni (1)', 'no (9)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (21)', 'pt (4)', 'ro (14)', 'ru (4)', 'sg (2)', 'sk (30)', 'es (1)', 'se (10)', 'ch (7)', 'tw (2)', 'th (1)', 'tr (1)', 'ua (5)', 'uy (1)', 'vn (1)']"
2LmcxBak1alK1bf7d1beTr,Juhn,1060468.0,71,"['reggaeton', 'reggaeton flow', 'trap latino']","['ar (2)', 'bo (1)', 'cl (5)', 'co (3)', 'cr (2)', 'do (5)', 'ec (2)', 'sv (1)', 'gt (1)', 'hn (2)', 'pa (4)', 'py (5)', 'pe (2)', 'es (2)', 'uy (3)']"
4tvKz56Tr39bkhcQUTO0Xr,Angus & Julia Stone,1183156.0,64,['australian indie folk'],"['au (4)', 'at (1)', 'be (1)', 'ca (1)', 'fr (2)', 'gr (1)', 'lt (1)', 'my (1)', 'nl (1)', 'nz (1)', 'ph (1)', 'pl (1)', 'sg (1)', 'ch (1)', 'tw (1)', 'tr (1)']"
2o08sCWF5yyo2G4DCiT7T9,HVME,52163.0,66,['slap house'],"['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'eg (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'in (1)', 'ie (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'se (1)', 'ch (1)', 'tw (1)', 'ua (1)', 'ae (1)']"
5D3muNJhYYunbRkh3FKgX0,Chord Overstreet,143296.0,64,['acoustic pop'],"['be (1)', 'fi (1)', 'id (1)', 'ie (1)', 'no (1)']"
3KedxarmBCyFBevnqQHy3P,Jessie Reyez,1164426.0,69,"['canadian contemporary r&b', 'canadian pop', 'pop', 'r&b']",['ca (5)']
60glra0QYcARAJr4OeJVNP,blondette,900.0,63,[],"['at (1)', 'fr (1)', 'de (2)', 'lu (1)', 'ch (2)']"
2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,15958199.0,79,"['banda', 'musica mexicana', 'norteno']","['us (1)', 'bo (1)', 'cr (2)', 'ec (1)', 'sv (9)', 'gt (22)', 'hn (18)', 'mx (28)', 'ni (10)']"
3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,2959520.0,77,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']","['us (4)', 'gb (4)', 'ar (4)', 'au (6)', 'at (22)', 'be (11)', 'bo (4)', 'br (4)', 'bg (9)', 'ca (8)', 'cl (4)', 'co (4)', 'cr (4)', 'cy (6)', 'cz (12)', 'dk (7)', 'do (4)', 'ec (5)', 'sv (4)', 'ee (17)', 'fi (19)', 'fr (17)', 'de (25)', 'gr (9)', 'gt (4)', 'hn (4)', 'hk (6)', 'hu (18)', 'is (6)', 'id (2)', 'ie (8)', 'il (1)', 'it (10)', 'lv (12)', 'lt (15)', 'lu (17)', 'my (6)', 'mt (12)', 'mx (5)', 'nl (13)', 'nz (6)', 'ni (3)', 'no (18)', 'pa (4)', 'py (4)', 'pe (4)', 'ph (4)', 'pl (12)', 'pt (5)', 'ro (3)', 'sg (5)', 'sk (15)', 'es (6)', 'se (11)', 'ch (22)', 'tw (8)', 'th (1)', 'tr (4)', 'uy (4)']"
1gJdf4Yybu4X5A2xYV3NMV,Eden Muñoz,176205.0,73,"['musica mexicana', 'nueva musica mexicana']","['bo (1)', 'cl (1)', 'co (1)', 'cr (1)', 'ec (1)', 'sv (1)', 'gt (2)', 'hn (1)', 'mx (3)', 'ni (1)', 'py (1)', 'pe (1)']"
6IDsZZ4IHgs9VblBgQQSmt,Andmesh,4765912.0,63,['indonesian pop'],"['id (7)', 'my (3)', 'sg (1)']"
17XXKfRBMCWvLrqGoNkJXm,Engelbert Humperdinck,528593.0,63,['adult standards'],"['eg (1)', 'sa (1)']"
3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,613720.0,66,['israeli pop'],"['us (2)', 'gb (1)', 'au (1)', 'at (3)', 'be (2)', 'bo (1)', 'br (1)', 'bg (3)', 'ca (2)', 'co (1)', 'cy (2)', 'cz (2)', 'dk (2)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (2)', 'fi (1)', 'fr (4)', 'de (3)', 'gr (2)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (3)', 'is (1)', 'id (1)', 'ie (2)', 'il (22)', 'it (1)', 'jp (1)', 'lv (2)', 'lt (2)', 'lu (4)', 'my (1)', 'mt (2)', 'mx (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pa (1)', 'ph (1)', 'pl (2)', 'pt (2)', 'ro (5)', 'sg (1)', 'sk (2)', 'es (1)', 'se (2)', 'ch (3)', 'tw (2)', 'th (1)', 'tr (1)', 'uy (1)', 'vn (1)']"
1t17z3vfuc82cxSDMrvryJ,Macaroni Empitsu,750289.0,64,"['anime', 'j-pop', 'japanese alternative rock', 'japanese teen pop']",['jp (10)']
2ubn2zwyYaLdHOCKnTouU2,Ziak,550931.0,63,['drill francais'],"['be (16)', 'fr (24)', 'lu (4)', 'ma (6)', 'ch (6)']"
5dbaLmK5SHLLg8Z4CcTJpX,Greeicy,5919484.0,69,"['colombian pop', 'latin pop', 'r&b en espanol', 'reggaeton', 'reggaeton colombiano']","['ar (2)', 'bo (9)', 'br (1)', 'cl (3)', 'co (17)', 'cr (5)', 'do (3)', 'ec (14)', 'sv (6)', 'gt (5)', 'hn (3)', 'mx (1)', 'ni (4)', 'pa (6)', 'py (5)', 'pe (14)', 'es (1)', 'uy (4)']"
0Y6dVaC9DZtPNH4591M42W,TV Girl,1141345.0,72,"['indie pop', 'pop']","['us (1)', 'ee (2)', 'lv (1)', 'lt (2)']"
6Tz0QRoe083BcOo2YbG9lV,Nena,338579.0,61,"['german pop', 'german rock', 'new wave pop']",['ca (1)']
2F3KtUVtrt2GLjcl6pB4cz,Dhanush,4313838.0,71,"['filmi', 'kollywood', 'tamil pop']","['in (3)', 'ae (1)']"
5oJvmyeWzyeahRtjup3Oys,AVAION,67707.0,63,[],"['at (1)', 'ee (1)', 'de (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'za (1)', 'ch (1)']"
7Dx7RhX0mFuXhCOUgB01uM,JJ Lin,2225309.0,64,"['mandopop', 'singaporean mandopop', 'singaporean pop']","['hk (13)', 'my (10)', 'sg (28)', 'tw (48)']"
51ZSh80McCt7vbqHouzW0A,Yahritza Y Su Esencia,252363.0,63,['nueva musica mexicana'],"['us (1)', 'bo (1)', 'cr (1)', 'ec (1)', 'sv (1)', 'gt (1)', 'hn (1)', 'mx (1)', 'ni (1)']"
6RF8hEdlUKoLPQOHmBbHiM,Yasser Desai,709466.0,67,"['desi pop', 'filmi', 'modern bollywood']","['in (3)', 'ae (1)']"
0ygQsC5td2maGmglpzd7tp,Rossa,3900909.0,62,['indonesian pop'],['id (8)']
3bvfu2KAve4lPHrhEFDZna,Lola Indigo,803644.0,69,"['latin pop', 'spanish pop']","['ar (2)', 'bo (1)', 'cl (2)', 'cr (1)', 'ec (1)', 'sv (1)', 'pa (1)', 'py (1)', 'pe (1)', 'es (26)', 'uy (2)', 'ad (2)']"
0yb46jwm7gqbZXVXZQ8Z1e,Bishop Briggs,772454.0,63,"['electropop', 'modern alternative rock', 'modern rock', 'pop']","['gr (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'no (1)', 'pl (1)']"
4uGB0nZ5d1iCXS3sHR3pzm,Gökhan Türkmen,872676.0,61,['turkish pop'],"['cy (1)', 'tr (17)']"
5ZzO786ViqgegCIoa28OPx,SHADXWBXRN,46780.0,66,[],"['ru (1)', 'ua (2)']"
6gZq1Q6bdOxsUPUG1TaFbF,Godsmack,2697533.0,67,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",['bg (3)']
7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,7536034.0,80,"['k-pop', 'k-pop boy group']","['hk (9)', 'id (15)', 'jp (15)', 'my (31)', 'ph (23)', 'sa (2)', 'sg (25)', 'kr (27)', 'tw (20)', 'th (13)', 'ae (3)', 'vn (10)']"
0pWwt5vGNzezEhfAcc420Y,Mr.Kitty,363106.0,71,['weirdcore'],"['us (1)', 'at (1)', 'bg (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'eg (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'de (1)', 'hn (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'ma (1)', 'ni (1)', 'no (1)', 'pa (1)', 'pl (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sk (1)', 'tr (1)', 'ua (1)', 'ae (1)']"
1fctva4kpRbg2k3v7kwRuS,Rvssian,1989257.0,72,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']","['ar (4)', 'bo (5)', 'ca (1)', 'cl (6)', 'co (6)', 'cr (6)', 'do (6)', 'ec (6)', 'sv (6)', 'gt (6)', 'hn (6)', 'it (2)', 'lu (3)', 'mt (1)', 'mx (3)', 'ni (6)', 'pa (6)', 'py (6)', 'pe (6)', 'pt (1)', 'es (5)', 'ch (3)', 'uy (5)']"
5bSfBBCxY8QAk4Pifveisz,La Arrolladora Banda El Limón De Rene Camacho,5302348.0,74,"['banda', 'musica mexicana', 'ranchera']","['gt (4)', 'hn (1)', 'mx (15)']"
4D75GcNG95ebPtNvoNVXhz,Afrojack,3894564.0,72,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop rap', 'progressive house', 'tropical house']","['us (2)', 'gb (2)', 'ar (1)', 'at (5)', 'be (3)', 'bo (2)', 'bg (1)', 'ca (2)', 'cl (1)', 'co (1)', 'cr (1)', 'cz (1)', 'dk (3)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (4)', 'fi (4)', 'de (3)', 'gr (1)', 'gt (1)', 'hn (1)', 'hu (4)', 'id (1)', 'ie (1)', 'it (2)', 'lv (4)', 'lt (3)', 'lu (1)', 'my (3)', 'mt (3)', 'nl (11)', 'no (6)', 'pa (1)', 'pe (1)', 'ph (1)', 'pl (2)', 'pt (2)', 'sg (3)', 'sk (3)', 'es (2)', 'se (3)', 'ch (4)', 'tw (6)', 'th (2)', 'tr (1)', 'uy (1)']"
0Ty63ceoRnnJKVEYP0VQpk,Sting,2687231.0,70,"['permanent wave', 'soft rock', 'sophisti-pop']",['bg (1)']
5y2Xq6xcjJb2jVM54GHK3t,John Legend,6260357.0,77,"['neo mellow', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']","['us (3)', 'gb (5)', 'ar (2)', 'au (3)', 'at (6)', 'be (4)', 'bo (3)', 'br (3)', 'bg (5)', 'ca (5)', 'cl (2)', 'co (3)', 'cr (3)', 'cy (4)', 'cz (5)', 'dk (8)', 'do (3)', 'ec (3)', 'sv (3)', 'ee (5)', 'fi (3)', 'fr (3)', 'de (5)', 'gr (5)', 'gt (3)', 'hn (3)', 'hk (5)', 'hu (6)', 'is (3)', 'in (1)', 'id (4)', 'ie (6)', 'il (1)', 'it (4)', 'lv (5)', 'lt (5)', 'lu (6)', 'my (4)', 'mt (5)', 'mx (2)', 'nl (8)', 'nz (3)', 'ni (2)', 'no (8)', 'pa (3)', 'py (3)', 'pe (2)', 'ph (3)', 'pl (4)', 'pt (5)', 'ro (1)', 'sg (4)', 'sk (5)', 'za (2)', 'es (4)', 'se (8)', 'ch (5)', 'tw (6)', 'th (2)', 'tr (4)', 'ae (1)', 'uy (2)', 'vn (3)']"
5rGrDvrLOV2VV8SCFVGWlj,Imanbek,155835.0,76,"['dance pop', 'edm', 'electro house', 'pop dance', 'slap house', 'tropical house']","['gb (1)', 'at (2)', 'be (2)', 'bg (1)', 'ca (2)', 'cy (2)', 'cz (1)', 'dk (2)', 'ee (2)', 'fi (2)', 'fr (2)', 'de (3)', 'hu (2)', 'is (1)', 'ie (1)', 'it (2)', 'lv (1)', 'lt (2)', 'lu (2)', 'ma (1)', 'nl (3)', 'no (2)', 'pl (1)', 'ro (1)', 'sk (2)', 'za (1)', 'se (2)', 'ch (2)', 'ae (1)']"
4PvnP3yCzrT289cX3wCdOx,Yung Hurn,378295.0,61,"['german hip hop', 'phonk']","['at (29)', 'de (15)', 'lu (4)', 'ch (5)']"
4fR3W8XFXsqHB8f8IqEr1y,No.1,1841676.0,64,['turkish hip hop'],"['cy (1)', 'tr (18)']"
4cMwyqmHCwJjRZ3frIVHTr,Müslüm Gürses,4803134.0,65,['arabesk'],['tr (11)']
0e86yPdC41PGRkLp2Q1Bph,Mother Mother,2974130.0,73,"['modern rock', 'vancouver indie']","['us (3)', 'gb (2)', 'at (1)', 'bg (3)', 'ca (2)', 'cy (2)', 'cz (1)', 'ee (3)', 'fi (1)', 'gr (1)', 'hu (1)', 'is (1)', 'ie (1)', 'lv (3)', 'lt (4)', 'pl (1)', 'ro (4)', 'ru (1)', 'sk (1)', 'ua (1)', 'ae (1)']"
0Njy6yR9LykNKYg9yE23QN,Nardo Wick,406675.0,74,"['florida rap', 'rap', 'trap', 'viral rap']","['us (3)', 'bg (1)', 'ca (1)', 'is (1)', 'za (1)']"
7eCmccnRwPmRnWPw61x6jM,SHY Martin,261515.0,63,"['alt z', 'australian pop', 'electropop', 'pop', 'post-teen pop', 'swedish electropop']","['at (1)', 'ca (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'hk (1)', 'lt (1)', 'my (2)', 'no (3)', 'ph (2)', 'sg (3)', 'se (5)', 'tw (1)', 'th (2)', 'vn (1)']"
